customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0002-ORFBO,Female,0,No,No,7,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),54.57,125.28,No
0002-ORFBO,Female,0,Yes,No,56,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),108.54,5821.3,No
0002-ORFBO,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.66,446.7,No
0002-ORFBO,Female,0,No,No,12,No,No,DSL,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),22.68,217.67,No
2026-TGDHM,Female,0,No,No,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.53,912.88,No
0002-ORFBO,Female,1,No,No,55,No,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),89.5,4810.13,No
0002-ORFBO,Female,0,No,No,12,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.23,391.9,No
0002-ORFBO,Female,0,No,No,82,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.05,6170.89,No
0002-ORFBO,Female,1,No,No,46,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),41.91,1797.68,No
5529-GIBVH,Female,0,No,No,47,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.52,1430.28,No
0002-ORFBO,Female,1,No,No,45,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),94.43,4424.2,No
0002-ORFBO,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.3,466.84,No
0002-ORFBO,Female,0,No,No,15,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,85.68,194.55,No
6625-UTXEW,Female,0,No,No,23,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.27,612.1,No
0002-ORFBO,Female,1,No,No,80,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),96.48,6184.74,No
0002-ORFBO,Female,0,No,No,84,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),104.45,6879.59,No
0002-ORFBO,Female,1,No,No,58,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),104.06,5477.02,No
1251-STYSZ,Female,1,No,No,21,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.25,303.7,No
2612-PHGOX,Female,0,Yes,No,67,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.69,4850.95,No
0002-ORFBO,Male,0,No,No,68,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),112.74,6421.52,No
0002-ORFBO,Female,0,Yes,Yes,62,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),125.83,7159.05,No
0002-ORFBO,Female,0,No,No,63,No,Yes,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),24.65,1657.64,No
0002-ORFBO,Female,0,No,No,56,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52.56,3213.47,No
0002-ORFBO,Female,0,Yes,No,22,No,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),27.81,348.78,No
9681-KYGYB,Male,1,No,No,55,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),93.34,4159.45,No
0002-ORFBO,Female,0,Yes,Yes,62,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),109.03,6655.73,No
0002-ORFBO,Female,0,No,No,60,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.35,3422.41,No
0002-ORFBO,Female,1,No,No,71,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,103.41,7426.44,No
0002-ORFBO,Female,0,No,No,76,No,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),26.57,1326.25,No
0002-ORFBO,Female,0,No,No,46,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),62.56,2382.41,No
0002-ORFBO,Female,0,Yes,No,24,No,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),28.39,623.28,No
2388-LAESQ,Female,1,No,No,82,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),119.19,8418.97,No
0002-ORFBO,Female,0,No,No,36,No,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,1073.54,No
0002-ORFBO,Female,0,No,No,1,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.98,369.33,No
0002-ORFBO,Female,0,No,No,88,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),109.86,7850.06,No
0002-ORFBO,Female,0,No,No,73,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.8,1188.25,No
9134-CEQMF,Female,1,No,No,9,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.18,676.7,No
0002-ORFBO,Female,0,No,No,7,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),74.1,74.1,No
0002-ORFBO,Female,0,No,No,46,No,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),107.5,3377.08,No
0002-ORFBO,Female,0,No,No,80,Yes,No,DSL,No,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),22.12,1289.64,No
0002-ORFBO,Female,0,No,No,67,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.79,4186.25,No
0002-ORFBO,Male,1,No,No,89,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.03,5899.85,No
0002-ORFBO,Female,0,Yes,No,8,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0,939.85,Yes
0002-ORFBO,Female,0,No,No,72,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.1,5535.11,No
0002-ORFBO,Female,0,No,Yes,77,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),113.85,7503.8,No
0002-ORFBO,Female,0,No,No,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.18,270.95,No
0002-ORFBO,Female,0,No,No,84,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.01,5749.42,No
0002-ORFBO,Female,1,No,No,26,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.7,1918.61,No
6198-ZFIOJ,Female,0,No,No,5,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.92,402.5,No
0002-ORFBO,Female,0,No,No,36,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.6,1457.84,No
0002-ORFBO,Female,0,No,No,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.47,736.41,No
0002-ORFBO,Male,0,No,No,89,No,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),110.6,7962.2,No
9795-SHUHB,Female,0,No,Yes,66,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),58.04,3810.8,No
0002-ORFBO,Female,0,No,No,45,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.53,3500.22,No
0002-ORFBO,Female,0,No,No,78,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),23.9,1625.23,No
0002-ORFBO,Female,1,No,No,32,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.37,1614.16,Yes
4945-RVMTE,Female,0,No,No,31,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.61,1646.45,No
0002-ORFBO,Female,0,No,No,81,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),119.7,8094.73,No
1866-NXPSP,Female,0,No,No,52,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.2,2678.53,No
0002-ORFBO,Female,1,No,No,17,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.75,1382.84,No
0002-ORFBO,Female,0,No,No,28,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.03,1743.36,No
0002-ORFBO,Female,0,No,No,33,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),104.4,3167.55,No
0002-ORFBO,Female,0,No,No,45,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),45.1,2283.18,No
0002-ORFBO,Male,0,No,No,53,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.64,3636.51,No
0002-ORFBO,Male,0,Yes,No,48,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),119.95,5250.35,No
9831-BPFRI,Female,0,No,No,45,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.44,3474.45,No
0002-ORFBO,Female,0,No,No,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),22.69,212.47,No
0002-ORFBO,Male,0,No,No,7,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,28.8,433.77,No
0002-ORFBO,Female,0,No,No,8,No,No,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),27.4,318.72,No
0002-ORFBO,Female,0,No,No,15,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.41,579.0,No
0002-ORFBO,Female,0,No,No,11,Yes,No,No,No internet service,No,No,No,No,No internet service,Month-to-month,No,Mailed check,19.11,1.54,No
0002-ORFBO,Female,0,No,No,48,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,94.8,3121.27,No
0002-ORFBO,Female,0,No,Yes,60,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.55,4183.38,No
0002-ORFBO,Female,0,No,No,22,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.96,187.75,No
0002-ORFBO,Female,0,Yes,No,72,No,No,No,No internet service,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),33.07,2119.75,No
0002-ORFBO,Female,0,Yes,No,13,No,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),26.18,55.7,No
0002-ORFBO,Female,1,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.83,69.25,No
0002-ORFBO,Female,0,Yes,No,60,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.51,2495.66,No
0002-ORFBO,Female,0,No,No,59,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),103.1,6169.62,No
0002-ORFBO,Female,0,No,No,36,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),63.22,1472.09,No
0002-ORFBO,Female,0,No,No,72,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),23.17,1653.14,No
0661-WCQNQ,Female,0,No,No,36,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),56.25,1403.25,No
0002-ORFBO,Female,0,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),23.87,25.15,No
4656-CAURT,Female,0,No,No,68,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),24.32,1777.46,No
0002-ORFBO,Female,0,No,No,61,No,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),36.44,1805.03,No
1768-ZAIFU,Female,1,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,35.26,330.83,No
0002-ORFBO,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.08,96.45,No
0002-ORFBO,Female,0,No,No,31,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.37,1114.55,No
0002-ORFBO,Female,0,No,No,48,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),21.16,662.3,No
0002-ORFBO,Female,0,No,No,14,No,No,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),26.81,286.04,No
0002-ORFBO,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.17,7274.06,No
1371-DWPAZ,Female,0,No,No,9,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),63.09,0.0,No
0002-ORFBO,Female,0,No,No,3,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.33,307.37,No
0002-ORFBO,Female,0,No,No,23,No,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),20.0,545.24,No
0002-ORFBO,Female,0,No,No,71,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.9,4839.76,No
0002-ORFBO,Female,0,No,No,35,No,No,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Mailed check,29.86,563.05,No
0002-ORFBO,Female,0,No,No,70,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),111.01,6358.99,No
0002-ORFBO,Female,0,No,No,15,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),87.71,1293.78,No
5469-NUJUR,Male,0,No,No,19,No,No,DSL,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),29.15,337.6,No
0002-ORFBO,Female,0,No,No,23,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.18,1170.41,No
2625-TRCZQ,Female,0,No,No,55,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.89,2580.41,No
0002-ORFBO,Female,0,No,No,71,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,71.5,4563.6,No
0002-ORFBO,Female,0,No,No,11,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.75,528.58,No
0002-ORFBO,Female,0,Yes,No,87,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),68.0,4680.96,No
0002-ORFBO,Female,0,No,Yes,66,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.84,1350.53,No
0002-ORFBO,Female,0,No,No,26,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),98.97,1853.99,No
0002-ORFBO,Female,0,No,No,12,No,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),30.68,178.85,No
0196-JTUQI,Female,0,No,No,20,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.69,834.01,No
0002-ORFBO,Female,0,No,No,57,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),121.86,5315.1,No
0002-ORFBO,Female,0,No,No,25,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.73,1033.67,No
0002-ORFBO,Female,0,No,No,9,No,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.93,889.9,Yes
0002-ORFBO,Female,1,No,No,17,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.07,1518.68,No
0002-ORFBO,Female,0,No,No,21,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.45,590.79,No
0002-ORFBO,Female,0,No,No,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.67,595.26,No
0002-ORFBO,Female,0,No,No,78,No,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),98.58,6629.52,No
0002-ORFBO,Female,0,Yes,No,66,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),86.21,4675.59,No
7721-JXEAW,Female,0,No,No,71,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.96,2503.73,Yes
0002-ORFBO,Female,0,Yes,No,24,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.22,962.72,No
0002-ORFBO,Female,1,No,No,61,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.57,4892.78,No
0002-ORFBO,Female,0,No,No,54,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),84.4,4876.28,No
0002-ORFBO,Female,0,No,No,42,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.18,2120.33,No
0002-ORFBO,Female,0,No,No,44,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),26.96,630.38,No
0002-ORFBO,Female,1,No,No,12,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.44,449.3,No
0002-ORFBO,Female,0,No,No,23,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),103.19,2335.72,No
4291-HPAXL,Male,0,No,No,4,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),28.6,151.26,No
8999-YPYBV,Female,0,No,No,45,No,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,84.35,3821.65,No
0002-ORFBO,Female,0,Yes,Yes,39,No,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),24.36,1021.6,No
3164-AALRN,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.21,464.13,Yes
3071-MVJCD,Female,0,No,No,77,No,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),86.8,6160.51,No
0002-ORFBO,Female,0,No,No,70,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.24,4092.33,No
0002-ORFBO,Female,0,No,No,75,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.6,3343.64,No
0002-ORFBO,Female,0,No,Yes,63,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),105.94,6312.68,No
0002-ORFBO,Female,0,No,No,2,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,391.44,No
0002-ORFBO,Female,0,No,No,56,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),32.82,1566.7,No
0002-ORFBO,Female,0,No,No,10,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.26,378.79,Yes
4704-ERYFC,Female,0,No,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.52,1949.36,No
0002-ORFBO,Female,0,No,No,47,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),111.09,4908.94,No
0002-ORFBO,Female,0,No,No,64,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),89.27,5632.55,No
0002-ORFBO,Male,0,No,No,78,No,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.56,1835.63,No
0002-ORFBO,Female,0,Yes,No,12,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.35,740.55,No
0002-ORFBO,Female,1,No,No,46,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),96.03,3217.55,No
8039-ACLPL,Female,0,No,Yes,79,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.5,5049.71,No
0002-ORFBO,Female,0,No,No,29,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),85.8,2450.76,No
1934-MKPXS,Male,0,Yes,No,33,No,No,No,No internet service,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),28.17,822.64,No
2592-YKDIF,Female,0,No,No,9,No,No,No,No,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.34,20.35,No
0002-ORFBO,Female,0,No,Yes,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),112.76,6840.95,No
0002-ORFBO,Male,0,No,No,44,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.05,3091.65,Yes
9518-RWHZL,Female,0,No,No,81,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),109.99,6224.11,No
0002-ORFBO,Female,0,No,No,9,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),86.97,414.89,No
0002-ORFBO,Female,0,No,No,30,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.54,2134.68,No
0002-ORFBO,Female,0,No,No,14,No,No,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),25.55,471.75,No
7521-YXVZY,Female,0,No,Yes,16,No,No,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,25.53,58.3,No
0002-ORFBO,Female,1,No,No,3,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),109.14,839.41,No
0002-ORFBO,Female,0,No,No,20,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.24,719.69,No
2373-NTKOD,Female,0,No,No,19,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.25,660.5,No
0002-ORFBO,Female,0,No,No,52,No,Yes,DSL,No,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),34.43,1034.54,No
0002-ORFBO,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.0,82.6,No
0002-ORFBO,Female,0,No,No,68,No,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),27.12,1873.27,No
0002-ORFBO,Female,0,No,Yes,8,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.41,720.7,No
0002-ORFBO,Female,0,No,No,71,No,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),114.9,7539.26,No
0002-ORFBO,Female,0,No,Yes,48,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.55,4421.72,No
0002-ORFBO,Female,1,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),103.34,174.54,No
2692-BUCFV,Female,1,No,No,40,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.55,3271.74,No
0002-ORFBO,Female,0,No,No,32,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1572.04,No
0002-ORFBO,Female,0,Yes,No,80,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),94.7,6238.08,No
0002-ORFBO,Female,0,No,No,50,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.92,3433.47,No
0002-ORFBO,Female,0,No,No,75,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.82,6841.76,No
0002-ORFBO,Female,0,No,No,58,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.5,3407.42,No
0002-ORFBO,Female,1,No,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.64,1076.55,No
0002-ORFBO,Female,0,No,Yes,67,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.55,6406.99,No
0002-ORFBO,Male,0,No,No,65,No,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.77,1301.97,No
0002-ORFBO,Female,0,No,No,59,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),108.86,5985.75,No
5357-TZHPP,Female,1,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),84.4,923.59,No
3870-SPZSI,Female,0,No,No,70,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),113.81,8220.48,No
0002-ORFBO,Female,0,No,No,16,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),101.1,1504.05,No
0002-ORFBO,Female,0,No,No,48,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.01,1209.26,No
0002-ORFBO,Female,0,Yes,No,22,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,79.03,1131.69,No
0002-ORFBO,Female,1,No,No,74,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.0,6698.62,No
0002-ORFBO,Male,1,No,No,45,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),85.06,3494.37,No
0002-ORFBO,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.46,189.14,No
4652-ODEVH,Female,0,Yes,No,56,No,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),29.59,1258.97,No
0002-ORFBO,Female,0,No,No,30,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),32.05,642.51,No
0002-ORFBO,Female,0,No,No,43,No,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),64.85,2867.42,No
0002-ORFBO,Male,0,No,No,40,No,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),31.99,700.62,No
0002-ORFBO,Male,0,No,No,9,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.35,892.23,No
0002-ORFBO,Male,0,No,No,29,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),99.54,1289.41,Yes
9052-VKDUW,Female,1,No,No,78,No,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),119.28,7547.24,No
0002-ORFBO,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),91.4,193.6,No
0002-ORFBO,Male,0,No,No,41,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,56.03,1447.62,No
5777-KJIRB,Female,0,No,No,53,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.81,2227.31,No
